,08076500_sim,08076500_obs,08075900_sim,08075900_obs,08076000_sim,08076000_obs,08076180_sim,08076180_obs,08076700_sim,08076700_obs
2017-08-25 20:15:00,8.96073605823843,0.54651424,0.3388701550177994,0.9061376,3.9286661638217764,2.54568032,17.98201931103302,0.98542464,1.775918194603078,
2017-08-25 20:30:00,8.203695096243736,0.6569497599999999,0.31805975280558985,0.9061376,3.9617824618537902,2.7184128,18.71370465537858,1.02789984,1.7909817591600599,
2017-08-25 20:45:00,7.530573514856173,0.69092992,0.2987803651443068,0.92312768,3.976844040252049,2.82035328,19.244711221774644,1.11568192,1.7392778191237221,
2017-08-25 21:00:00,6.938630885223286,0.67393984,0.2809605981400221,0.97409792,3.974443258598507,2.9449472,19.67629286144785,1.24310752,3.4239705956079374,
2017-08-25 21:15:00,6.413980283886127,0.6569497599999999,0.2644566841609022,1.00807808,3.9572460648569696,3.0865312,19.923973108992694,1.30823616,9.606379343613131,
2017-08-25 21:30:00,5.950366409147673,0.6569497599999999,0.24905330970639858,1.02506816,3.929431072240139,3.1714816000000003,20.02516254805204,1.30823616,17.376408998807854,
2017-08-25 21:45:00,5.540508166333207,0.6569497599999999,0.23482032398491143,1.02506816,3.8943438709223983,3.3696992,19.99989031519347,1.30823616,24.846671573781677,
2017-08-25 22:00:00,5.172288854000381,0.63995968,0.22225807582811152,1.02506816,3.854194604341313,3.4829663999999996,19.88409142617544,1.36203808,31.197467688325087,
2017-08-25 22:15:00,4.843424784504313,0.6088111999999999,0.2135701517869075,1.06188,3.810092485990776,3.5112832000000003,19.702561339020633,1.37902816,36.829501605776635,
2017-08-25 22:30:00,4.555256393633785,0.6088111999999999,0.21431354672640668,1.04488992,3.7631254481529757,3.5396,19.50081993758921,1.41017664,41.93686614314204,
2017-08-25 22:45:00,4.288126061520502,0.57766272,0.23406325209052492,1.04488992,3.714647031756675,3.6811839999999996,19.269174341577923,1.4724736,46.39020156364453,
2017-08-25 23:00:00,4.045056784030191,0.56350432,0.2854705665285511,1.04488992,3.6653974939522236,3.7095008000000003,19.00322363805262,1.486632,50.27660053492946,
2017-08-25 23:15:00,3.8663187986130816,0.56350432,0.3801921086114002,1.02506816,3.6161091122880715,3.7095008000000003,18.721321057121074,1.54892896,53.62860081345896,
2017-08-25 23:30:00,3.9190379757351184,0.54651424,0.5203690855303772,1.04488992,3.566546138723091,3.7095008000000003,18.427459009540335,1.58007744,56.40577649490462,
2017-08-25 23:45:00,4.325577100636925,0.54651424,0.6835758684463961,1.00807808,3.516993718451977,3.7944512,18.127354770152536,1.63104768,58.66375265744261,
2017-08-26 00:00:00,5.043655560776796,0.53235584,0.8391803011399214,1.00807808,3.468590495326335,3.7944512,17.819419635141543,1.69617632,60.43100331704196,
2017-08-26 00:15:00,5.950359614345966,0.53235584,0.9821213526387466,1.02506816,3.4220168267710664,3.7944512,17.50323384164609,1.74714656,61.71355231677365,
2017-08-26 00:30:00,6.918812117122386,0.53235584,1.1051765344710716,1.02506816,3.377182029968066,3.7378176,17.18572613977601,1.7981168,62.61115748573417,
2017-08-26 00:45:00,7.870331484600133,0.53235584,1.205405529946089,1.00807808,3.334054648649747,3.7944512,16.87011640879139,1.83492864,63.170299679899934,
2017-08-26 01:00:00,8.771916120764374,0.56350432,1.2714421535667595,0.97409792,3.292865189233155,3.7095008000000003,16.56061980628639,1.83492864,63.42158632717926,
2017-08-26 01:15:00,9.714385937474853,0.57766272,1.3139567209935603,1.00807808,3.2527144319108556,3.6811839999999996,16.257735049216844,1.90572064,63.39550285005008,23.3047264
2017-08-26 01:30:00,10.762915863592978,0.59182112,1.332626301251179,0.991088,3.21441460033371,3.5962336,15.952551541111474,1.88873056,63.11752886465003,23.5878944
2017-08-26 01:45:00,11.735266887138216,0.59182112,1.3313318474354319,0.991088,3.1776650052937367,3.5679168,15.646586387242007,1.90572064,62.61586786415164,24.352448000000003
2017-08-26 02:00:00,12.670508723458529,0.59182112,1.3189370686935917,0.97409792,3.1423165584979857,3.5112832000000003,15.349473963634573,1.92271072,61.929905588202296,25.258585600000004
2017-08-26 02:15:00,13.585496164844654,0.62580128,1.2984402261504597,0.991088,3.108262453594883,3.4829663999999996,15.050520383405473,1.92271072,61.08966136680516,26.1080896
2017-08-26 02:30:00,14.469790710656753,0.63995968,1.2724125782499596,0.991088,3.075337685104562,3.4546496,14.751343960377536,1.94253248,60.124918225577396,26.561158399999997
2017-08-26 02:45:00,15.264641949549867,0.6569497599999999,1.2426708435446254,1.00807808,3.043739021086897,3.3413824,14.435141609210497,1.90572064,59.03337541816844,26.617792
2017-08-26 03:00:00,15.963008734273862,0.6569497599999999,1.21048453204729,1.00807808,3.013265503308646,3.256432,14.11696532439467,1.90572064,57.86199196413955,26.419574400000002
